"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"Prg4"	0	-1.10221824694824	0.053	0.449	0	"0"	"Prg4"
"Maff"	0	-1.11187254464411	0.15	0.55	0	"0"	"Maff"
"Pdpn"	0	-1.11723935879316	0.117	0.486	0	"0"	"Pdpn"
"Adamts4"	0	-1.12271079932647	0.077	0.471	0	"0"	"Adamts4"
"Nupr1"	0	-1.1611366639624	0.066	0.484	0	"0"	"Nupr1"
"Akap12"	0	-1.17089468684283	0.103	0.49	0	"0"	"Akap12"
"Igfbp4"	0	-1.20885648996603	0.1	0.503	0	"0"	"Igfbp4"
"Crip1"	0	-1.24508979076885	0.443	0.822	0	"0"	"Crip1"
"Dusp1"	0	-1.25480613556374	0.409	0.755	0	"0"	"Dusp1"
"Procr"	0	-1.25818731799896	0.157	0.518	0	"0"	"Procr"
"Cd34"	0	-1.26473338236228	0.104	0.549	0	"0"	"Cd34"
"Ifrd1"	0	-1.27968769011142	0.348	0.751	0	"0"	"Ifrd1"
"Tinagl1"	0	-1.28073341108704	0.119	0.512	0	"0"	"Tinagl1"
"Esam"	0	-1.28088527219812	0.061	0.495	0	"0"	"Esam"
"Gadd45g"	0	-1.30588324522644	0.246	0.67	0	"0"	"Gadd45g"
"Bgn"	0	-1.31487808534984	0.059	0.467	0	"0"	"Bgn"
"Sox17"	0	-1.32284100440765	0.059	0.455	0	"0"	"Sox17"
"Tnfrsf12a"	0	-1.35636585292327	0.124	0.632	0	"0"	"Tnfrsf12a"
"Gm12840"	0	-1.3749127147115	0.184	0.559	0	"0"	"Gm12840"
"Egr1"	0	-1.38830270458948	0.242	0.63	0	"0"	"Egr1"
"Adamts1"	0	-1.39391844961575	0.17	0.557	0	"0"	"Adamts1"
"Fstl1"	0	-1.40955449226841	0.112	0.516	0	"0"	"Fstl1"
"Anxa2"	0	-1.44137343499289	0.12	0.631	0	"0"	"Anxa2"
"Lpl"	0	-1.46470408116927	0.163	0.538	0	"0"	"Lpl"
"Rnd1"	0	-1.47217749256003	0.084	0.517	0	"0"	"Rnd1"
"Ugdh"	0	-1.49729373404678	0.117	0.514	0	"0"	"Ugdh"
"Vim"	0	-1.50206684920164	0.325	0.741	0	"0"	"Vim"
"Atf3"	0	-1.53247577494557	0.257	0.656	0	"0"	"Atf3"
"Errfi1"	0	-1.57399449302315	0.165	0.65	0	"0"	"Errfi1"
"Ctla2a"	0	-1.5884856435202	0.175	0.562	0	"0"	"Ctla2a"
"Timp2"	0	-1.59819899550958	0.16	0.566	0	"0"	"Timp2"
"Klf4"	0	-1.60137286136903	0.236	0.647	0	"0"	"Klf4"
"Gja1"	0	-1.61370478489807	0.094	0.609	0	"0"	"Gja1"
"Timp3"	0	-1.62087169389055	0.106	0.617	0	"0"	"Timp3"
"Id3"	0	-1.67337169503273	0.329	0.812	0	"0"	"Id3"
"Cxcl2"	0	-1.67393961714077	0.16	0.545	0	"0"	"Cxcl2"
"Sgk1"	0	-1.69208315918994	0.209	0.671	0	"0"	"Sgk1"
"Sparcl1"	0	-1.69322580213337	0.057	0.613	0	"0"	"Sparcl1"
"Cxcl12"	0	-1.7070993925455	0.113	0.534	0	"0"	"Cxcl12"
"Sdpr"	0	-1.74277977141661	0.064	0.506	0	"0"	"Sdpr"
"Lgals1"	0	-1.74770813197796	0.212	0.647	0	"0"	"Lgals1"
"Cav1"	0	-1.78463368437571	0.156	0.655	0	"0"	"Cav1"
"Ier3"	0	-1.78585488173871	0.125	0.642	0	"0"	"Ier3"
"Rgcc"	0	-1.80456800646226	0.164	0.663	0	"0"	"Rgcc"
"Iigp1"	0	-1.80802264432508	0.069	0.492	0	"0"	"Iigp1"
"Cst3"	0	-1.81014309332083	0.518	0.866	0	"0"	"Cst3"
"Lmna"	0	-1.82156158406672	0.158	0.731	0	"0"	"Lmna"
"Emp1"	0	-1.82563973913705	0.245	0.725	0	"0"	"Emp1"
"Cd36"	0	-1.83049714635083	0.141	0.548	0	"0"	"Cd36"
"Tnfaip6"	0	-1.83295305062629	0.144	0.536	0	"0"	"Tnfaip6"
"Gng11"	0	-1.83560167394307	0.223	0.594	0	"0"	"Gng11"
"Plpp3"	0	-1.84635452256603	0.149	0.644	0	"0"	"Plpp3"
"Id1"	0	-1.8596446400268	0.18	0.576	0	"0"	"Id1"
"Mgp"	0	-1.88662367210058	0.172	0.561	0	"0"	"Mgp"
"Cd63"	0	-1.93147263503311	0.09	0.629	0	"0"	"Cd63"
"Meg3"	0	-1.95558101470597	0.15	0.543	0	"0"	"Meg3"
"Cldn5"	0	-1.97084798638527	0.165	0.536	0	"0"	"Cldn5"
"Serpinh1"	0	-2.04429942504488	0.099	0.719	0	"0"	"Serpinh1"
"Hmox1"	0	-2.06812109424064	0.168	0.713	0	"0"	"Hmox1"
"Tm4sf1"	0	-2.12387872368589	0.215	0.704	0	"0"	"Tm4sf1"
"Hspb1"	0	-2.12550190657189	0.367	0.779	0	"0"	"Hspb1"
"Cxcl1"	0	-2.2619691918695	0.366	0.759	0	"0"	"Cxcl1"
"Ly6c1"	0	-2.26695445011672	0.182	0.678	0	"0"	"Ly6c1"
"Col1a2"	0	-2.35875536731551	0.206	0.565	0	"0"	"Col1a2"
"Col1a1"	0	-2.38951237736617	0.167	0.553	0	"0"	"Col1a1"
"S100a6"	0	-2.48744183559681	0.166	0.735	0	"0"	"S100a6"
"Igfbp7"	0	-2.51651816826286	0.289	0.822	0	"0"	"Igfbp7"
"Aqp1"	0	-2.64370073757018	0.133	0.562	0	"0"	"Aqp1"
"Sparc"	0	-2.81634951348325	0.204	0.783	0	"0"	"Sparc"
"Mt2"	0	-2.91379998828064	0.37	0.766	0	"0"	"Mt2"
"Fabp4"	0	-2.97628458496715	0.315	0.734	0	"0"	"Fabp4"
"Mt1"	0	-3.0856910021071	0.347	0.775	0	"0"	"Mt1"
"Creb5"	6.76379931552562e-307	-0.501203126104943	0.007	0.414	1.35275986310512e-303	"0"	"Creb5"
"Serpinf1"	1.5518034803313e-306	-2.03405040305156	0.105	0.495	3.10360696066259e-303	"0"	"Serpinf1"
"Hbegf"	9.79683764053912e-303	-1.3118497052225	0.083	0.487	1.95936752810782e-299	"0"	"Hbegf"
"Adgrf5"	9.18549576957646e-302	-1.00906122144783	0.088	0.482	1.83709915391529e-298	"0"	"Adgrf5"
"Cdh5"	3.26580038157399e-301	-1.43590936070371	0.142	0.523	6.53160076314797e-298	"0"	"Cdh5"
"Lrp1"	3.441759290826e-301	-0.719726706300467	0.028	0.423	6.883518581652e-298	"0"	"Lrp1"
"Igf1"	4.71744152107484e-301	-0.722085223914969	0.043	0.43	9.43488304214968e-298	"0"	"Igf1"
"Glul"	3.54887483832484e-299	-1.0940163744995	0.192	0.581	7.09774967664968e-296	"0"	"Glul"
"Col5a2"	1.70676793248182e-296	-0.777958605516659	0.109	0.461	3.41353586496364e-293	"0"	"Col5a2"
"Fcer1g"	4.3053749902004e-296	-0.74075556788366	0.042	0.374	8.61074998040081e-293	"0"	"Fcer1g"
"Cyyr1"	2.94961255910062e-294	-1.02230317941051	0.098	0.465	5.89922511820124e-291	"0"	"Cyyr1"
"Gsn"	3.13000494698034e-294	-3.11119494400589	0.505	0.761	6.26000989396068e-291	"0"	"Gsn"
"Ifit1"	6.70168584269414e-293	-0.943558442714865	0.014	0.412	1.34033716853883e-289	"0"	"Ifit1"
"Serping1"	2.24298867309534e-291	-1.76382046134356	0.075	0.48	4.48597734619067e-288	"0"	"Serping1"
"Igfbp5"	2.6336559444354e-291	-1.13524325592974	0.068	0.421	5.26731188887081e-288	"0"	"Igfbp5"
"Gbp2"	8.31619236051185e-289	-0.937141106938083	0.061	0.449	1.66323847210237e-285	"0"	"Gbp2"
"Gpx3"	2.18100406023753e-287	-1.87357298809863	0.074	0.471	4.36200812047505e-284	"0"	"Gpx3"
"Bag3"	1.24139384787193e-286	-1.00552920070797	0.208	0.552	2.48278769574387e-283	"0"	"Bag3"
"Nrp2"	1.61345735389595e-286	-0.60116071663503	0.018	0.431	3.22691470779189e-283	"0"	"Nrp2"
"Col3a1"	1.74140385507778e-286	-2.13449405569997	0.291	0.603	3.48280771015556e-283	"0"	"Col3a1"
"Anxa3"	6.24777418820903e-286	-1.2500813190245	0.157	0.526	1.24955483764181e-282	"0"	"Anxa3"
"Serpine2"	1.28073071784712e-285	-0.888372748551129	0.094	0.459	2.56146143569424e-282	"0"	"Serpine2"
"Cebpb"	1.32393017086323e-283	-1.25518047794204	0.477	0.761	2.64786034172646e-280	"0"	"Cebpb"
"Lpar1"	1.84779143788127e-283	-0.562440462305433	0.009	0.391	3.69558287576253e-280	"0"	"Lpar1"
"Slc43a3"	8.81763004913583e-283	-0.973833565412189	0.1	0.487	1.76352600982717e-279	"0"	"Slc43a3"
"Palmd"	6.17865173227451e-282	-0.616509523030469	0.01	0.39	1.2357303464549e-278	"0"	"Palmd"
"Myod1"	4.21797834113971e-281	-0.93119645416782	0.018	0.394	8.43595668227942e-278	"0"	"Myod1"
"4430402I18Rik"	1.22672082018157e-280	-0.562030193540668	0.009	0.349	2.45344164036314e-277	"0"	"4430402I18Rik"
"Icam1"	1.60474080827599e-280	-1.29357551458193	0.115	0.51	3.20948161655199e-277	"0"	"Icam1"
"Phlda1"	1.51014371771366e-278	-1.02741016034105	0.234	0.572	3.02028743542733e-275	"0"	"Phlda1"
"Cd44"	2.16085634775377e-278	-0.730417868177959	0.167	0.523	4.32171269550755e-275	"0"	"Cd44"
"Car8"	1.87210533057532e-277	-0.633816795243973	0.042	0.408	3.74421066115064e-274	"0"	"Car8"
"Trib1"	7.55376953295247e-276	-0.701165360788023	0.138	0.501	1.51075390659049e-272	"0"	"Trib1"
"Hk2"	8.00330091437874e-276	-0.889879045793509	0.14	0.47	1.60066018287575e-272	"0"	"Hk2"
"Lrrc32"	9.58014597711002e-276	-0.678099613585881	0.03	0.441	1.916029195422e-272	"0"	"Lrrc32"
"Pim3"	3.83578113831159e-274	-1.16789963812675	0.18	0.563	7.67156227662318e-271	"0"	"Pim3"
"Igfbp6"	6.94894684237137e-273	-1.94990594453475	0.065	0.448	1.38978936847427e-269	"0"	"Igfbp6"
"Actn1"	5.28812386884418e-272	-0.55862211825291	0.038	0.423	1.05762477376884e-268	"0"	"Actn1"
"Tppp3"	4.69071946103624e-271	-1.21435275339077	0.143	0.494	9.38143892207248e-268	"0"	"Tppp3"
"Fbln2"	5.59842042740792e-267	-1.09096196729732	0.075	0.457	1.11968408548158e-263	"0"	"Fbln2"
"Pfkfb3"	8.38968188517545e-266	-0.556259322226292	0.097	0.428	1.67793637703509e-262	"0"	"Pfkfb3"
"Ccdc80"	1.99655807271614e-265	-0.810441212555501	0.116	0.453	3.99311614543228e-262	"0"	"Ccdc80"
"Prkcdbp"	3.1317499545189e-265	-1.10171767193364	0.201	0.539	6.26349990903779e-262	"0"	"Prkcdbp"
"Ccl7"	6.15364874430456e-265	-1.57621467254058	0.175	0.51	1.23072974886091e-261	"0"	"Ccl7"
"Pmepa1"	3.31906037785387e-264	-0.566916263670666	0.086	0.447	6.63812075570774e-261	"0"	"Pmepa1"
"Ccl2"	1.08519525892067e-263	-1.8366589238646	0.256	0.582	2.17039051784134e-260	"0"	"Ccl2"
"Apold1"	1.21950268985288e-261	-1.11538536311869	0.204	0.528	2.43900537970576e-258	"0"	"Apold1"
"Cd200"	2.94325568039172e-261	-1.06530524124886	0.229	0.572	5.88651136078344e-258	"0"	"Cd200"
"Dbi"	3.72057496221044e-261	-0.677892591968653	0.19	0.567	7.44114992442088e-258	"0"	"Dbi"
"Ecscr"	3.30130927617471e-260	-0.93813716004166	0.055	0.463	6.60261855234941e-257	"0"	"Ecscr"
"Col15a1"	7.29197261622364e-260	-0.517529519475973	0.031	0.401	1.45839452324473e-256	"0"	"Col15a1"
"Cav2"	2.16662485353712e-259	-1.4647571790875	0.172	0.513	4.33324970707424e-256	"0"	"Cav2"
"Isg15"	1.75429824607773e-258	-1.42272966379992	0.088	0.464	3.50859649215546e-255	"0"	"Isg15"
"Flt1"	1.64622947470784e-257	-1.59701162774809	0.157	0.52	3.29245894941567e-254	"0"	"Flt1"
"Yes1"	3.03208872420008e-256	-0.549375856736583	0.049	0.396	6.06417744840017e-253	"0"	"Yes1"
"Cilp2"	1.86702571049907e-254	-0.609972350329608	0.011	0.358	3.73405142099813e-251	"0"	"Cilp2"
"Pdlim4"	1.99752815643385e-253	-0.802537646653951	0.135	0.488	3.9950563128677e-250	"0"	"Pdlim4"
"Nbl1"	8.79361334386784e-253	-1.02988306114773	0.068	0.448	1.75872266877357e-249	"0"	"Nbl1"
"Vcam1"	1.1095904131115e-252	-0.768254340451442	0.086	0.424	2.219180826223e-249	"0"	"Vcam1"
"Sat1"	4.55492592524457e-250	-0.994810939126717	0.474	0.779	9.10985185048914e-247	"0"	"Sat1"
"Uap1"	2.80306164075246e-249	-1.18684039165295	0.248	0.583	5.60612328150491e-246	"0"	"Uap1"
"Il6"	2.10168847312085e-248	-1.49690200653454	0.208	0.522	4.2033769462417e-245	"0"	"Il6"
"Islr"	2.86156568138608e-246	-0.62790658893905	0.013	0.388	5.72313136277217e-243	"0"	"Islr"
"Htra1"	1.28044579571985e-244	-0.678461821715245	0.012	0.397	2.5608915914397e-241	"0"	"Htra1"
"Mmp2"	4.7425544499882e-244	-1.15454726256199	0.16	0.487	9.48510889997639e-241	"0"	"Mmp2"
"Slc10a6"	3.14110986907311e-243	-0.671677600895314	0.013	0.422	6.28221973814623e-240	"0"	"Slc10a6"
"Spry2"	2.41520155457466e-242	-0.946300882623883	0.158	0.476	4.83040310914932e-239	"0"	"Spry2"
"Cd3d"	2.59925975300609e-242	-0.627825458166053	0.038	0.379	5.19851950601217e-239	"0"	"Cd3d"
"Cxcl10"	7.49183765032156e-242	-0.846425735985528	0.078	0.407	1.49836753006431e-238	"0"	"Cxcl10"
"Cd3g"	1.20507282156528e-241	-0.64311896407657	0.036	0.398	2.41014564313056e-238	"0"	"Cd3g"
"Pmp22"	1.06733741852639e-236	-1.17947610813651	0.16	0.496	2.13467483705278e-233	"0"	"Pmp22"
"Fosb"	4.94928783319378e-236	-0.950033082183927	0.217	0.574	9.89857566638756e-233	"0"	"Fosb"
"Dcn"	1.40039747821754e-234	-2.90696549053242	0.411	0.68	2.80079495643508e-231	"0"	"Dcn"
"Pcolce"	8.27649848622114e-233	-1.51354417259153	0.107	0.466	1.65529969724423e-229	"0"	"Pcolce"
"Ecm1"	7.34923707312489e-232	-1.00712911595768	0.046	0.396	1.46984741462498e-228	"0"	"Ecm1"
"Fxyd5"	2.92495103960005e-230	-0.548637392159862	0.186	0.548	5.8499020792001e-227	"0"	"Fxyd5"
"Slc25a4"	1.48138237478306e-229	-1.1034243600764	0.252	0.607	2.96276474956611e-226	"0"	"Slc25a4"
"Oaf"	2.71945558709512e-229	-0.678546566495858	0.105	0.446	5.43891117419025e-226	"0"	"Oaf"
"S100a4"	1.76377444728003e-228	-0.73407657905957	0.144	0.459	3.52754889456006e-225	"0"	"S100a4"
"Ly6a"	8.77310223438794e-228	-1.05005603691156	0.397	0.666	1.75462044687759e-224	"0"	"Ly6a"
"Tgm2"	3.02225602062484e-226	-0.939040523833612	0.113	0.46	6.04451204124968e-223	"0"	"Tgm2"
"Dab2"	3.59553565115201e-226	-0.587141804559955	0.044	0.405	7.19107130230403e-223	"0"	"Dab2"
"Ogn"	2.44543351701996e-225	-1.09097132261392	0.134	0.463	4.89086703403991e-222	"0"	"Ogn"
"1810011O10Rik"	2.53901439736001e-225	-1.26166155479681	0.214	0.521	5.07802879472003e-222	"0"	"1810011O10Rik"
"Tiparp"	9.68285205617648e-225	-0.57536466314939	0.161	0.508	1.9365704112353e-221	"0"	"Tiparp"
"Cryab"	3.43643325971224e-223	-1.50205995270526	0.056	0.413	6.87286651942449e-220	"0"	"Cryab"
"Ifi205"	6.0997927145308e-222	-1.13581342179068	0.102	0.41	1.21995854290616e-218	"0"	"Ifi205"
"Lyz2"	3.64243427405054e-221	-1.54623221596082	0.138	0.438	7.28486854810109e-218	"0"	"Lyz2"
"Pdzd2"	1.21452602803998e-219	-0.809612182125588	0.018	0.425	2.42905205607996e-216	"0"	"Pdzd2"
"Fgl2"	4.09863220351907e-219	-1.42728465137524	0.144	0.471	8.19726440703815e-216	"0"	"Fgl2"
"Emcn"	2.60061886783385e-218	-1.10872075916823	0.078	0.429	5.2012377356677e-215	"0"	"Emcn"
"Tspan7"	3.85954584005589e-218	-1.01309160052833	0.104	0.454	7.71909168011178e-215	"0"	"Tspan7"
"Prdx1"	2.62302745061264e-217	-0.589845914514644	0.596	0.855	5.24605490122527e-214	"0"	"Prdx1"
"Slc39a1"	3.71931494200187e-215	-0.644606395029511	0.131	0.458	7.43862988400374e-212	"0"	"Slc39a1"
"Mxra8"	1.68615889750584e-214	-0.582795665495524	0.041	0.381	3.37231779501169e-211	"0"	"Mxra8"
"Rarres2"	1.74808872018446e-212	-1.15658447991076	0.111	0.448	3.49617744036892e-209	"0"	"Rarres2"
"Jam2"	1.42813046435026e-210	-0.957950036402159	0.041	0.437	2.85626092870052e-207	"0"	"Jam2"
"Sox18"	1.48013824468101e-210	-0.843250882743793	0.09	0.394	2.96027648936202e-207	"0"	"Sox18"
"Rora"	4.00212846813845e-210	-0.618986736424508	0.068	0.431	8.0042569362769e-207	"0"	"Rora"
"Mfge8"	2.48238106588493e-209	-0.927775994994856	0.073	0.442	4.96476213176986e-206	"0"	"Mfge8"
"Sema7a"	8.48142139639374e-209	-0.51578790818584	0.109	0.413	1.69628427927875e-205	"0"	"Sema7a"
"Cxcl16"	2.69499523689453e-207	-0.501744189522415	0.073	0.423	5.38999047378906e-204	"0"	"Cxcl16"
"Cyr61"	7.99291646069078e-207	-1.67073429636281	0.217	0.529	1.59858329213816e-203	"0"	"Cyr61"
"Itm2a"	1.11726779576354e-204	-0.961134633692346	0.158	0.476	2.23453559152708e-201	"0"	"Itm2a"
"Thbs1"	3.33523590106984e-204	-1.0811264628715	0.096	0.424	6.67047180213968e-201	"0"	"Thbs1"
"Mgll"	7.6506653342589e-204	-1.03783444291283	0.085	0.444	1.53013306685178e-200	"0"	"Mgll"
"Col6a1"	1.29889000368673e-201	-1.25075356127826	0.176	0.479	2.59778000737345e-198	"0"	"Col6a1"
"Aspn"	8.38991644591373e-200	-0.975568109640043	0.141	0.437	1.67798328918275e-196	"0"	"Aspn"
"Anxa1"	4.19303143192742e-199	-1.14547653802312	0.12	0.458	8.38606286385483e-196	"0"	"Anxa1"
"Ccl11"	7.82221874041928e-199	-1.55816182471018	0.144	0.446	1.56444374808386e-195	"0"	"Ccl11"
"Col6a3"	5.42026372981314e-198	-0.770461454570319	0.127	0.439	1.08405274596263e-194	"0"	"Col6a3"
"Plat"	1.5822405949222e-197	-0.731224135207512	0.115	0.428	3.1644811898444e-194	"0"	"Plat"
"Irf1"	2.3299270638951e-197	-0.719971400834704	0.186	0.521	4.6598541277902e-194	"0"	"Irf1"
"Apod"	2.32920026608618e-196	-1.59689691086256	0.064	0.398	4.65840053217236e-193	"0"	"Apod"
"Asb5"	3.42549402052398e-196	-0.85461639414531	0.11	0.394	6.85098804104795e-193	"0"	"Asb5"
"Podxl"	2.43518075865031e-195	-0.567906620974185	0.07	0.355	4.87036151730063e-192	"0"	"Podxl"
"S1pr1"	9.54491081886496e-194	-0.501649105618187	0.161	0.481	1.90898216377299e-190	"0"	"S1pr1"
"Crlf1"	8.05796122799388e-193	-0.667389044755009	0.067	0.357	1.61159224559878e-189	"0"	"Crlf1"
"Timp1"	7.47069362762587e-192	-0.797639098359169	0.116	0.417	1.49413872552517e-188	"0"	"Timp1"
"Meox2"	7.67893872864534e-192	-0.64854767215194	0.024	0.382	1.53578774572907e-188	"0"	"Meox2"
"Bhlhe40"	1.57726784975312e-191	-0.656772564458484	0.198	0.51	3.15453569950624e-188	"0"	"Bhlhe40"
"Dpt"	1.98208969364607e-189	-1.11822358376966	0.047	0.373	3.96417938729214e-186	"0"	"Dpt"
"Cd93"	1.54911537349841e-188	-0.839651278818076	0.18	0.471	3.09823074699683e-185	"0"	"Cd93"
"Nfix"	3.38305578302342e-188	-0.504775247338639	0.01	0.37	6.76611156604683e-185	"0"	"Nfix"
"Itih5"	3.74758789391796e-187	-0.734941530124169	0.102	0.407	7.49517578783592e-184	"0"	"Itih5"
"Gas1"	9.12506346272238e-186	-0.735707826040894	0.059	0.387	1.82501269254448e-182	"0"	"Gas1"
"Epas1"	1.07368516973382e-185	-1.03327965536805	0.147	0.465	2.14737033946765e-182	"0"	"Epas1"
"Nfkbia"	1.61737805702453e-185	-0.840660873456506	0.639	0.846	3.23475611404906e-182	"0"	"Nfkbia"
"Entpd2"	2.1357791772421e-185	-0.547609958468225	0.051	0.37	4.27155835448419e-182	"0"	"Entpd2"
"Id2"	3.56433390524891e-185	-0.768739527719647	0.181	0.505	7.12866781049782e-182	"0"	"Id2"
"Col6a2"	3.3546528584584e-184	-0.782872497565362	0.1	0.412	6.7093057169168e-181	"0"	"Col6a2"
"Cd300lg"	4.94040129541222e-182	-0.845051854863662	0.006	0.354	9.88080259082445e-179	"0"	"Cd300lg"
"Hes1"	5.88960714473781e-181	-1.21467676290968	0.175	0.501	1.17792142894756e-177	"0"	"Hes1"
"Kdm6b"	1.48165559285005e-179	-0.710593119595244	0.362	0.662	2.96331118570011e-176	"0"	"Kdm6b"
"Cd302"	1.88033177429773e-177	-0.831341094967926	0.111	0.425	3.76066354859547e-174	"0"	"Cd302"
"Kdr"	4.13195025548019e-177	-1.09223872611774	0.103	0.422	8.26390051096039e-174	"0"	"Kdr"
"Ftl1"	1.71700350085052e-176	-0.680074799223859	0.976	0.967	3.43400700170105e-173	"0"	"Ftl1"
"Rcn3"	2.73600437294462e-176	-0.696649506030415	0.128	0.432	5.47200874588924e-173	"0"	"Rcn3"
"Tagln"	4.56286083144112e-176	-0.550778625795363	0.016	0.34	9.12572166288225e-173	"0"	"Tagln"
"Fxyd1"	6.13530669647432e-174	-0.807092023487872	0.046	0.387	1.22706133929486e-170	"0"	"Fxyd1"
"Vwa1"	5.07370982876061e-173	-0.691110624577408	0.113	0.43	1.01474196575212e-169	"0"	"Vwa1"
"Tcf15"	3.82616274240253e-171	-1.18193198032657	0.057	0.415	7.65232548480505e-168	"0"	"Tcf15"
"Nts"	3.81130744344335e-170	-0.521766710651282	0.029	0.312	7.62261488688669e-167	"0"	"Nts"
"Ptx3"	4.69268424361163e-170	-1.29466887905423	0.112	0.398	9.38536848722326e-167	"0"	"Ptx3"
"Gal"	1.00415333278045e-168	-0.903306523395288	0.187	0.454	2.0083066655609e-165	"0"	"Gal"
"Rnase4"	1.10417042154766e-167	-0.996617757520526	0.173	0.462	2.20834084309532e-164	"0"	"Rnase4"
"Cstb"	1.19557090408509e-167	-0.723747096158993	0.263	0.579	2.39114180817018e-164	"0"	"Cstb"
"S100a8"	1.24796304886566e-167	-1.63394829255903	0.259	0.502	2.49592609773132e-164	"0"	"S100a8"
"Ackr3"	4.5601276496464e-166	-1.02741906147736	0.134	0.448	9.1202552992928e-163	"0"	"Ackr3"
"Adamts5"	1.57786331809359e-165	-0.630490847013225	0.009	0.345	3.15572663618719e-162	"0"	"Adamts5"
"Pf4"	3.36371642008455e-163	-0.675525488803371	0.091	0.352	6.7274328401691e-160	"0"	"Pf4"
"Csf1"	4.04929486380356e-162	-0.6538426596287	0.09	0.395	8.09858972760711e-159	"0"	"Csf1"
"AW112010"	6.08343258129914e-162	-1.06814830961497	0.279	0.558	1.21668651625983e-158	"0"	"AW112010"
"Cdc42ep3"	7.73045890158751e-162	-1.0088991886552	0.166	0.466	1.5460917803175e-158	"0"	"Cdc42ep3"
"Ifi204"	6.37291788202845e-161	-0.703798016495412	0.082	0.375	1.27458357640569e-157	"0"	"Ifi204"
"Nudt4"	3.85393487735164e-160	-0.503264525807726	0.161	0.452	7.70786975470329e-157	"0"	"Nudt4"
"Pam"	7.82706370884689e-159	-0.865495702039256	0.075	0.41	1.56541274176938e-155	"0"	"Pam"
"Mgst1"	1.53628252417661e-156	-0.671298678077737	0.132	0.416	3.07256504835322e-153	"0"	"Mgst1"
"Mustn1"	6.11848618099479e-153	-0.759581462897626	0.027	0.376	1.22369723619896e-149	"0"	"Mustn1"
"Timp4"	3.61534157544348e-152	-1.21632816785225	0.049	0.362	7.23068315088696e-149	"0"	"Timp4"
"C1ra"	2.84941743839985e-151	-0.619543674946316	0.116	0.403	5.69883487679971e-148	"0"	"C1ra"
"Fos"	4.75706638006427e-151	-1.19906946815423	0.495	0.75	9.51413276012855e-148	"0"	"Fos"
"Rsad2"	4.83283041951148e-151	-0.661719821572759	0.055	0.348	9.66566083902297e-148	"0"	"Rsad2"
"Fmod"	1.71472130331907e-148	-1.88885402053716	0.102	0.399	3.42944260663814e-145	"0"	"Fmod"
"Grrp1"	4.41101173878397e-148	-0.762768057190269	0.111	0.385	8.82202347756794e-145	"0"	"Grrp1"
"Fn1"	1.35877600437352e-147	-1.06064666573304	0.191	0.462	2.71755200874704e-144	"0"	"Fn1"
"Gas6"	4.27190682019616e-147	-0.928468353299909	0.152	0.454	8.54381364039232e-144	"0"	"Gas6"
