"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"1"	0	-2.80229368494272	0.283	0.58	0	0	"Col1a1"
"2"	0	-2.92813984680138	0.339	0.617	0	0	"Col1a2"
"3"	0	-2.9361258375003	0.338	0.639	0	0	"Sparc"
"4"	0	-3.18286478818948	0.343	0.641	0	0	"Col3a1"
"5"	0	-3.41176376032013	0.177	0.562	0	0	"Dcn"
"6"	0	-2.81464148659434	0.145	0.602	0	1	"Spp1"
"7"	0	-3.23593795763864	0.286	0.623	0	1	"Cd74"
"8"	0	-3.26886073369994	0.214	0.558	0	1	"Cxcl2"
"9"	0	-3.39620603741436	0.616	0.839	0	1	"Apoe"
"10"	0	-3.59527388699156	0.358	0.775	0	1	"Lyz2"
"11"	2.54004115065592e-290	-2.75337884012205	0.453	0.622	4.73463670482263e-286	2	"Sparc"
"12"	1.56638621453738e-261	-3.16694437289801	0.333	0.54	2.91974390389768e-257	2	"Dcn"
"13"	3.98952958977017e-259	-2.7739053642697	0.433	0.602	7.4364831553316e-255	2	"Col1a2"
"14"	1.03292058668556e-232	-2.63470003661629	0.386	0.564	1.92536397358188e-228	2	"Col1a1"
"15"	1.07592663490471e-183	-2.89800698783523	0.524	0.618	2.00552724746238e-179	2	"Col3a1"
"16"	4.17223068028094e-112	-2.90613988791471	0.934	0.813	7.77703798804368e-108	3	"Apoe"
"17"	2.63232007566538e-09	-2.73777099774173	0.816	0.503	4.90664462104026e-05	3	"Dcn"
"18"	3.0974130080711e-07	-2.39196502662054	0.824	0.593	0.00577357784704453	3	"Sparc"
"19"	0.0015271197007102	-2.63098961327774	0.823	0.596	1	3	"Col3a1"
"20"	0.00952275525391151	-2.45064503506121	0.816	0.573	1	3	"Col1a2"
"21"	0	-3.0046731034782	0.078	0.585	0	4	"Col1a1"
"22"	0	-3.15806416637854	0.115	0.645	0	4	"Sparc"
"23"	0	-3.16250076891658	0.1	0.626	0	4	"Col1a2"
"24"	0	-3.38199276460923	0.134	0.646	0	4	"Col3a1"
"25"	0	-3.4778529891726	0.078	0.557	0	4	"Dcn"
"26"	0	-3.00240999700877	0.09	0.583	0	5	"Col1a1"
"27"	0	-3.13344404622634	0.134	0.642	0	5	"Sparc"
"28"	0	-3.16116081177069	0.11	0.623	0	5	"Col1a2"
"29"	0	-3.37769344509353	0.147	0.644	0	5	"Col3a1"
"30"	0	-3.45880234473103	0.104	0.554	0	5	"Dcn"
"31"	0	-2.52021295516196	0.056	0.5	0	6	"Il1b"
"32"	0	-2.96044670546531	0.154	0.627	0	6	"Cd74"
"33"	0	-3.06525225435789	0.775	0.825	0	6	"Apoe"
"34"	0	-3.31406791474174	0.327	0.771	0	6	"Lyz2"
"35"	3.93415446220305e-286	-2.57516669747872	0.242	0.55	7.33326391754648e-282	6	"Cxcl2"
"36"	0	-2.86639614180744	0.335	0.625	0	7	"Sparc"
"37"	4.70717567208987e-289	-3.28562689132903	0.237	0.541	8.77417545277553e-285	7	"Dcn"
"38"	1.82663318764868e-263	-2.84605117540322	0.345	0.604	3.40484426177714e-259	7	"Col1a2"
"39"	5.88884900772858e-258	-3.05293618834313	0.387	0.624	1.09768145504061e-253	7	"Col3a1"
"40"	4.23826917344256e-255	-2.73367392782498	0.295	0.565	7.90013373929694e-251	7	"Col1a1"
"41"	2.44608412204642e-184	-2.69285852421598	0.464	0.617	4.55950080349454e-180	8	"Sparc"
"42"	1.14213362687496e-176	-2.73509292784961	0.424	0.599	2.12893708049492e-172	8	"Col1a2"
"43"	4.98265890420027e-175	-3.1388072650101	0.342	0.534	9.2876761974293e-171	8	"Dcn"
"44"	2.0680313744816e-163	-2.60351353098039	0.38	0.56	3.85481048203371e-159	8	"Col1a1"
"45"	3.09801672274037e-154	-2.88389874348904	0.477	0.619	5.77470317118804e-150	8	"Col3a1"
"46"	0	-2.95387757666326	0.256	0.625	0	9	"Sparc"
"47"	0	-3.39712901312055	0.139	0.542	0	9	"Dcn"
"48"	3.77446214785388e-305	-3.18526621113576	0.286	0.626	7.03559744359963e-301	9	"Col3a1"
"49"	4.05492508882638e-295	-2.95629554371321	0.263	0.605	7.55838036557238e-291	9	"Col1a2"
"50"	5.92789590199823e-279	-2.8248938668572	0.219	0.566	1.10495979613247e-274	9	"Col1a1"
"51"	0	-2.76299701782247	0.045	0.721	0	10	"Ctss"
"52"	0	-2.91319575246836	0.024	0.589	0	10	"Spp1"
"53"	0	-3.47467625354394	0.06	0.62	0	10	"Cd74"
"54"	0	-3.48906587315397	0.043	0.551	0	10	"Cxcl2"
"55"	0	-3.93896759208724	0.106	0.769	0	10	"Lyz2"
"56"	0	-2.89694526023908	0.041	0.586	0	11	"Spp1"
"57"	0	-3.22012551044755	0.102	0.615	0	11	"Cd74"
"58"	0	-3.8700746644016	0.138	0.765	0	11	"Lyz2"
"59"	0	-4.27553742746461	0.222	0.844	0	11	"Apoe"
"60"	1.67843514961564e-290	-3.21466065151394	0.106	0.546	3.12860311888355e-286	11	"Cxcl2"
"61"	2.03120174596205e-185	-3.2518670308195	0.229	0.535	3.78616005447325e-181	12	"Dcn"
"62"	3.79608269222366e-172	-2.7681089677934	0.38	0.617	7.07589813830489e-168	12	"Sparc"
"63"	6.42176133831958e-156	-2.96132643588086	0.396	0.619	1.19701631346277e-151	12	"Col3a1"
"64"	2.68679590118294e-128	-2.74613524548717	0.414	0.596	5.008187559805e-124	12	"Col1a2"
"65"	7.03676532652315e-122	-2.60191902142049	0.357	0.558	1.31165305686392e-117	12	"Col1a1"
"66"	0	-2.82097922940877	0.066	0.583	0	13	"Spp1"
"67"	0	-3.62360706853567	0.273	0.758	0	13	"Lyz2"
"68"	3.41163654298446e-250	-3.04412408780785	0.242	0.609	6.35929051612303e-246	13	"Cd74"
"69"	7.59081217806155e-237	-3.01344019316146	0.142	0.544	1.41492738999067e-232	13	"Cxcl2"
