"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Cd302" 1.706565660349e-252 0.978005280033029 0.784 0.182 2.67179919784239e-248 "0" "Cd302"
"Mmp2" 1.05350637558326e-243 0.961748606562131 0.795 0.184 1.64936958161316e-239 "0" "Mmp2"
"Igfbp6" 2.6423093554524e-242 0.841868550865806 0.953 0.303 4.13679952689628e-238 "0" "Igfbp6"
"Nid1" 8.86920038465404e-241 0.999526397242614 0.778 0.182 1.38856201222144e-236 "0" "Nid1"
"Ecm1" 5.21803837061458e-237 1.05557830524653 0.78 0.19 8.16936087303419e-233 "0" "Ecm1"
"Itih5" 2.50741726201648e-236 0.998530185356073 0.678 0.131 3.925612465413e-232 "0" "Itih5"
"Tnxb" 1.30041399238783e-232 0.976151924361402 0.7 0.142 2.03592814648238e-228 "0" "Tnxb"
"Fbln2" 1.07969655315485e-228 1.13978884155692 0.855 0.288 1.69037292361924e-224 "0" "Fbln2"
"Mgst1" 3.09687122025958e-228 0.922882405684992 0.754 0.174 4.84846158243839e-224 "0" "Mgst1"
"C1ra" 3.76478601084171e-228 0.940650333858282 0.666 0.133 5.89414897857378e-224 "0" "C1ra"
"Col6a3" 1.46772151434021e-219 0.948846692500961 0.576 0.093 2.29786480285103e-215 "0" "Col6a3"
"Islr" 2.80371593715954e-219 0.898592524196097 0.629 0.115 4.38949767121698e-215 "0" "Islr"
"Pdpn" 1.86206159975212e-218 0.898895265288056 0.786 0.209 2.91524364057192e-214 "0" "Pdpn"
"Col1a2" 7.5380750235208e-218 0.466581216579256 0.905 0.27 1.18016102568242e-213 "0" "Col1a2"
"Lrp1" 5.66076562741946e-216 0.89298295030507 0.721 0.175 8.8624946662879e-212 "0" "Lrp1"
"F3" 3.52486518018338e-213 1.07888434513344 0.588 0.105 5.51852892609509e-209 "0" "F3"
"Cpq" 4.01798270051186e-213 0.963350498348956 0.675 0.156 6.29055371592137e-209 "0" "Cpq"
"Ltbp4" 1.48549754951514e-212 1.02020129896799 0.842 0.279 2.32569496352091e-208 "0" "Ltbp4"
"Angptl1" 9.5765118476471e-212 0.982690735820576 0.571 0.095 1.49929869486763e-207 "0" "Angptl1"
"Hmcn2" 6.40536324037017e-210 0.851372528796412 0.454 0.05 1.00282366891235e-205 "0" "Hmcn2"
"Abca8a" 3.66016248103595e-209 0.755063653867254 0.558 0.087 5.73035038030988e-205 "0" "Abca8a"
"Sdc2" 5.64222920817631e-208 0.866297990933189 0.665 0.147 8.83347404832083e-204 "0" "Sdc2"
"Inmt" 7.1360921510667e-203 0.9292456934364 0.456 0.052 1.117226587171e-198 "0" "Inmt"
"Ptx3" 4.16612260979534e-201 2.49228029218416 0.573 0.125 6.52248155789559e-197 "0" "Ptx3"
"Cd63" 5.42526574260944e-201 0.818740346711946 0.992 0.452 8.49379604662934e-197 "0" "Cd63"
"Pdgfra" 1.07592239931503e-199 0.811156621314389 0.506 0.073 1.68446410836762e-195 "0" "Pdgfra"
"Meg3" 2.51670086831776e-198 0.993271143854731 0.793 0.232 3.94014687943828e-194 "0" "Meg3"
"Ogn" 6.40176883684852e-198 0.832905453264666 0.793 0.214 1.002260929097e-193 "0" "Ogn"
"Lama2" 9.33337435310489e-198 0.799347284969066 0.536 0.089 1.4612330887221e-193 "0" "Lama2"
"Col1a1" 3.19218284444516e-195 0.284396972291351 0.884 0.277 4.99768146126335e-191 "0" "Col1a1"
"Bgn" 5.08710034863983e-195 0.878135005000343 0.815 0.247 7.96436430583052e-191 "0" "Bgn"
"Gpx3" 1.32053957736067e-194 0.978976928238559 0.879 0.329 2.06743676231587e-190 "0" "Gpx3"
"Col5a2" 1.36586320064608e-194 0.814557638346951 0.674 0.156 2.13839542693151e-190 "0" "Col5a2"
"Itga5" 4.70580773320282e-194 0.964026476850799 0.628 0.146 7.36741258710234e-190 "0" "Itga5"
"Tgfbi" 5.91437311558928e-194 0.879800597529998 0.618 0.127 9.25954254976657e-190 "0" "Tgfbi"
"Htra3" 2.47504384823943e-193 0.770501495633365 0.679 0.155 3.87492864880366e-189 "0" "Htra3"
"Il11ra1" 2.95348783596619e-193 0.869988170210136 0.718 0.189 4.62398055598867e-189 "0" "Il11ra1"
"Apod" 2.90402585302744e-190 1.70782598989886 0.709 0.2 4.54654287549976e-186 "0" "Apod"
"Cebpb" 2.56522763182409e-189 1.1187820622417 0.966 0.58 4.01612038038379e-185 "0" "Cebpb"
"Serpine2" 5.62536466175e-189 1.03204670091577 0.555 0.106 8.8070709144358e-185 "0" "Serpine2"
"Timp2" 6.43510482628809e-186 0.689708572454651 0.926 0.311 1.00748001160366e-181 "0" "Timp2"
"Enpp2" 6.47073331589474e-186 0.962168520138091 0.499 0.083 1.01305800793648e-181 "0" "Enpp2"
"Ccl7" 7.48096594445587e-185 2.24521696581209 0.66 0.201 1.17122002826401e-180 "0" "Ccl7"
"Anxa1" 8.32716800223313e-182 0.920139514097646 0.815 0.263 1.30370142242962e-177 "0" "Anxa1"
"Plxdc2" 7.2246194435194e-181 0.851404044143168 0.664 0.171 1.1310864200774e-176 "0" "Plxdc2"
"Lrrn4cl" 7.4220767341815e-180 0.861546040155429 0.559 0.112 1.16200033350346e-175 "0" "Lrrn4cl"
"Cygb" 2.63372825539513e-177 0.704748677912715 0.567 0.113 4.12336495664661e-173 "0" "Cygb"
"Cd34" 2.52008476763085e-175 0.743508721098449 0.815 0.249 3.94544471220286e-171 "0" "Cd34"
"Col15a1" 7.32599921280352e-175 0.835763587869179 0.44 0.062 1.14695843675652e-170 "0" "Col15a1"
"Il1r1" 3.56918509454331e-173 0.770709041053611 0.469 0.074 5.58791618401701e-169 "0" "Il1r1"
"Fgfr1" 3.92826588340259e-170 0.835178540780082 0.779 0.252 6.1500930670551e-166 "0" "Fgfr1"
"Ifi203" 5.3428739401614e-170 1.3887939863011 0.705 0.243 8.36480344071669e-166 "0" "Ifi203"
"Plau" 1.12101826852922e-167 0.778659246567904 0.389 0.047 1.75506620120935e-163 "0" "Plau"
"Axl" 2.81214761587039e-166 0.740373047262091 0.668 0.175 4.40269830740668e-162 "0" "Axl"
"Col5a3" 1.53109722772415e-162 0.758192129484144 0.447 0.073 2.39708581972493e-158 "0" "Col5a3"
"C3" 2.19348216441079e-162 1.11493667050543 0.608 0.158 3.43411567660154e-158 "0" "C3"
"Srpx" 3.45882056723833e-161 0.688190481026256 0.388 0.05 5.41512948006833e-157 "0" "Srpx"
"Ctsl" 3.68270029485819e-161 0.773018559874232 0.972 0.511 5.76563558162998e-157 "0" "Ctsl"
"S100a6" 1.18131073988641e-160 0.698006658622006 0.989 0.554 1.84946009436616e-156 "0" "S100a6"
"Cxcl14" 3.805664341736e-160 1.36313192079626 0.484 0.096 5.95814809342188e-156 "0" "Cxcl14"
"Lamb1" 6.18717642422149e-160 0.703606410595223 0.418 0.061 9.68664340976117e-156 "0" "Lamb1"
"Fst" 3.4661308935518e-159 1.15493246410977 0.368 0.045 5.4265745269447e-155 "0" "Fst"
"Pcdh7" 4.81256009965129e-158 0.656804958498972 0.407 0.06 7.53454409201406e-154 "0" "Pcdh7"
"Glul" 3.11745668699735e-157 1.29326544936287 0.842 0.409 4.88069018916305e-153 "0" "Glul"
"Phlda1" 3.26479956900546e-151 1.13318340413849 0.752 0.292 5.11137020523495e-147 "0" "Phlda1"
"Ntrk2" 9.32650779657297e-151 0.671454016678056 0.325 0.034 1.46015806063146e-146 "0" "Ntrk2"
"Vim" 1.20588398013009e-150 0.81591738825806 0.965 0.536 1.88793195929166e-146 "0" "Vim"
"Metrnl" 8.93778378534424e-149 0.879393644912348 0.592 0.16 1.39929942943349e-144 "0" "Metrnl"
"Col4a1" 6.195772815653e-148 0.795338043482186 0.798 0.296 9.70010192018634e-144 "0" "Col4a1"
"Tnfrsf12a" 1.16364303729817e-146 0.685016443857623 0.915 0.408 1.82179953919402e-142 "0" "Tnfrsf12a"
"Ftl1" 5.2464415456001e-145 0.594420492265096 1 0.98 8.21382888379151e-141 "0" "Ftl1"
"Hsd11b1" 1.69327427682952e-143 0.873037162655607 0.393 0.062 2.6509902078043e-139 "0" "Hsd11b1"
"Nbl1" 7.00263159520436e-143 0.788003647844469 0.735 0.245 1.09633200254519e-138 "0" "Nbl1"
"Tubb6" 8.72438069542199e-143 0.775688644292309 0.806 0.331 1.36588904167527e-138 "0" "Tubb6"
"Dclk1" 2.35441003062656e-142 0.612318128924956 0.349 0.046 3.68606434394894e-138 "0" "Dclk1"
"Tnfaip2" 7.93131322294997e-142 0.791046583919019 0.429 0.08 1.24172639818505e-137 "0" "Tnfaip2"
"Scn7a" 3.6276831177776e-141 0.513194326615334 0.336 0.041 5.6795006891926e-137 "0" "Scn7a"
"Mmp14" 5.22961704302915e-140 0.643488568417897 0.502 0.114 8.18748844256643e-136 "0" "Mmp14"
"Maff" 7.3496174346057e-140 0.892249386110012 0.811 0.334 1.15065610556187e-135 "0" "Maff"
"Cyb5a" 1.04498503256069e-138 0.767262501933777 0.827 0.354 1.63602856697702e-134 "0" "Cyb5a"
"Fbn1" 9.45840510895566e-138 0.566039937868996 0.525 0.121 1.4808079038581e-133 "0" "Fbn1"
"Rhoj" 1.85313926032375e-136 0.757413676679295 0.744 0.271 2.90127482596286e-132 "0" "Rhoj"
"Abi3bp" 4.55283586445155e-135 0.434813306647396 0.636 0.173 7.12791982938535e-131 "0" "Abi3bp"
"Gstm1" 1.12984256276694e-133 0.657719668364821 0.86 0.371 1.76888151626792e-129 "0" "Gstm1"
"Fbln1" 1.42004778843179e-132 0.676323670216658 0.568 0.148 2.22322681756881e-128 "0" "Fbln1"
"Lamc1" 4.60139005074819e-132 0.662178305579409 0.565 0.156 7.20393626345136e-128 "0" "Lamc1"
"Plpp3" 8.21780882167829e-132 0.858490222248193 0.809 0.345 1.28658014912195e-127 "0" "Plpp3"
"Podn" 2.00349152304655e-131 0.541263698120799 0.322 0.041 3.13666632848167e-127 "0" "Podn"
"Mgp" 5.81329491448304e-131 0.661684527456182 0.695 0.242 9.10129451811464e-127 "0" "Mgp"
"Igfbp4" 1.16269781825151e-130 0.732612935042083 0.653 0.21 1.82031970425457e-126 "0" "Igfbp4"
"Ctsb" 5.74480862361664e-130 0.603756086549126 0.928 0.501 8.99407238113421e-126 "0" "Ctsb"
"Nupr1" 6.78406925353589e-130 0.718923368098453 0.72 0.244 1.06211388233358e-125 "0" "Nupr1"
"Csf1" 1.5490105071411e-129 1.05037114229403 0.586 0.181 2.42513084998011e-125 "0" "Csf1"
"Ddr2" 7.38384501465305e-129 0.599007929561798 0.461 0.102 1.15601477549408e-124 "0" "Ddr2"
"Lbp" 1.80438365282364e-128 0.638089538197439 0.447 0.097 2.82494304686069e-124 "0" "Lbp"
"Cd44" 5.94087263008299e-128 0.802081945575069 0.671 0.24 9.30103018965793e-124 "0" "Cd44"
"Myc" 3.19314835179231e-127 0.707634135116468 0.784 0.309 4.99919305956604e-123 "0" "Myc"
"Hspg2" 4.16235995400565e-127 0.716998468727445 0.582 0.173 6.51659074399125e-123 "0" "Hspg2"
"Celf2" 2.18008764354377e-125 0.638050111514483 0.681 0.228 3.41314521473212e-121 "0" "Celf2"
"Klf9" 4.11051928210271e-125 0.726360526107742 0.854 0.39 6.43542898806001e-121 "0" "Klf9"
"Ifrd1" 4.12645766191451e-125 0.886904633608232 0.939 0.567 6.46038211549335e-121 "0" "Ifrd1"
"Sod2" 5.30703599970044e-124 0.817393160469164 0.727 0.312 8.30869556113101e-120 "0" "Sod2"
"Il6" 7.85372562862048e-123 1.20564674952064 0.545 0.163 1.22957928441682e-118 "0" "Il6"
"Nop58" 2.67053808973613e-122 0.704726040081828 0.9 0.49 4.18099443329089e-118 "0" "Nop58"
"Lgals1" 4.30305609180063e-122 0.618988301571661 0.913 0.438 6.73686461732307e-118 "0" "Lgals1"
"Ier5" 1.80185790398968e-121 0.747184778382657 0.945 0.652 2.82098873448624e-117 "0" "Ier5"
"Crispld2" 8.83125322887346e-121 0.660772023474686 0.432 0.093 1.38262100551243e-116 "0" "Crispld2"
"Errfi1" 2.68892963654147e-119 0.720044821605013 0.828 0.365 4.20978823896933e-115 "0" "Errfi1"
"Nfkb1" 3.8624403107075e-119 0.775493509074072 0.754 0.327 6.04703655044367e-115 "0" "Nfkb1"
"Vcan" 1.26514257492721e-118 0.582814610305599 0.365 0.064 1.98070721530604e-114 "0" "Vcan"
"Sepp1" 2.5707366415626e-118 0.565577586982799 0.895 0.437 4.02474528603041e-114 "0" "Sepp1"
"Anxa5" 1.3518396473931e-117 0.631892623557162 0.927 0.513 2.11644015195864e-113 "0" "Anxa5"
"Adamts1" 1.93245570536118e-117 0.73686983947854 0.793 0.337 3.02545265231346e-113 "0" "Adamts1"
"Medag" 9.55361929341332e-117 0.685734386276784 0.506 0.138 1.49571463657679e-112 "0" "Medag"
"Loxl1" 2.55725705884025e-116 0.523012012634105 0.432 0.094 4.0036416513203e-112 "0" "Loxl1"
"Igf1" 1.33602958471361e-115 0.709855006970555 0.439 0.103 2.09168791782763e-111 "0" "Igf1"
"Bmp1" 1.56915986164533e-113 0.526926774361615 0.411 0.089 2.45667667939193e-109 "0" "Bmp1"
"Fap" 3.05639024041424e-113 0.490475334413263 0.351 0.063 4.78508456039253e-109 "0" "Fap"
"Fxyd1" 3.17418660938736e-113 0.430908348325448 0.633 0.198 4.96950655565684e-109 "0" "Fxyd1"
"Sult5a1" 3.52574149554719e-112 0.487363896840709 0.294 0.041 5.51990088542868e-108 "0" "Sult5a1"
"Mxra8" 8.85311236781318e-112 0.570927993119762 0.535 0.156 1.38604327230483e-107 "0" "Mxra8"
"Bag3" 1.65106886913047e-111 0.744070522612179 0.78 0.331 2.58491342151066e-107 "0" "Bag3"
"Plat" 4.81946550997286e-111 0.81768020344916 0.547 0.173 7.5453552024135e-107 "0" "Plat"
"Svep1" 6.8966966695758e-111 0.494067581035051 0.291 0.041 1.07974683058879e-106 "0" "Svep1"
"Thbs1" 1.74317869015465e-110 0.930062045366151 0.554 0.18 2.72912055730612e-106 "0" "Thbs1"
"Hspb8" 6.77424710794875e-110 0.625943386130876 0.372 0.075 1.06057612722046e-105 "0" "Hspb8"
"Sparcl1" 2.21522479833576e-109 0.721428763575457 0.76 0.322 3.46815594427447e-105 "0" "Sparcl1"
"Irak3" 4.33964210036247e-109 0.589401391491231 0.388 0.083 6.79414367232749e-105 "0" "Irak3"
"Serpine1" 7.20341983220545e-109 0.77419111736394 0.548 0.174 1.12776740893009e-104 "0" "Serpine1"
"Thbs3" 1.06787295353318e-108 0.507769023459852 0.372 0.077 1.67186189605154e-104 "0" "Thbs3"
"Plagl1" 1.96530350000332e-108 0.719345699239609 0.289 0.043 3.07687915960519e-104 "0" "Plagl1"
"Adamts2" 3.80658715928105e-108 0.532728779149736 0.406 0.092 5.95959285657041e-104 "0" "Adamts2"
"Rcn3" 3.16525203292264e-107 0.547941779740056 0.591 0.187 4.95551858274369e-103 "0" "Rcn3"
"Adgrd1" 3.35840340327535e-107 0.600713301550345 0.322 0.057 5.25791636816788e-103 "0" "Adgrd1"
"Scara5" 4.87312616306216e-107 0.470621244959194 0.373 0.073 7.62936632089012e-103 "0" "Scara5"
"Cald1" 2.30936148301051e-106 0.536909678226705 0.784 0.323 3.61553633780126e-102 "0" "Cald1"
"Eif4e" 4.55721408926193e-106 0.711257878769578 0.785 0.367 7.13477437814848e-102 "0" "Eif4e"
"Sgce" 9.91402258003415e-106 0.526128106119528 0.502 0.143 1.55213937513015e-101 "0" "Sgce"
"Igsf3" 1.41072688510766e-105 0.52826370205359 0.407 0.096 2.20863401132455e-101 "0" "Igsf3"
"Gnl3" 5.27644367629026e-105 0.624395284183994 0.768 0.347 8.26080021960003e-101 "0" "Gnl3"
"Tppp3" 6.12883593107447e-105 0.542023812666339 0.664 0.244 9.59530553369020e-101 "0" "Tppp3"
"Egfr" 6.9165052839354e-105 0.537043833250241 0.407 0.097 1.08284806725293e-100 "0" "Egfr"
"Gem" 1.42985663260803e-104 0.686993618758258 0.729 0.302 2.23858354401113e-100 "0" "Gem"
"Rnd3" 1.54201718929535e-104 0.673998145576191 0.509 0.158 2.4141821115608e-100 "0" "Rnd3"
"Spry2" 1.91811011769616e-104 0.799278800716884 0.507 0.155 3.00299320026512e-100 "0" "Spry2"
"Dcbld2" 3.80243621143018e-104 0.476619826457921 0.3 0.049 5.95309413261508e-100 "0" "Dcbld2"
"Lhfp" 7.20580528815231e-104 0.545888412190366 0.547 0.171 1.12814087591313e-99 "0" "Lhfp"
"Hmox1" 9.68387015082206e-104 0.665431520246307 0.853 0.442 1.5161067108127e-99 "0" "Hmox1"
"Procr" 1.01175752033346e-103 0.901770437918989 0.536 0.174 1.58400757383406e-99 "0" "Procr"
"Abca8b" 1.01423760637493e-103 0.533292467972915 0.327 0.06 1.58789039654059e-99 "0" "Abca8b"
"Nnmt" 6.64778842607899e-103 0.762699766092907 0.374 0.084 1.04077775598693e-98 "0" "Nnmt"
"Ace" 5.63952311656659e-102 0.548412516266609 0.415 0.101 8.82923739129665e-98 "0" "Ace"
"Cd9" 7.74132035768058e-102 0.492128904356906 0.945 0.516 1.21198111519847e-97 "0" "Cd9"
"Qpct" 9.37450694377012e-102 0.485068077278311 0.402 0.093 1.46767280711665e-97 "0" "Qpct"
"Gja1" 2.08178144645092e-101 0.502393522922708 0.821 0.362 3.25923703256356e-97 "0" "Gja1"
"Penk" 2.32430693900518e-101 0.648233631731125 0.259 0.034 3.6389349437065e-97 "0" "Penk"
"Serpinh1" 5.71588421793486e-99 0.713411337651674 0.902 0.479 8.94878833159881e-95 "0" "Serpinh1"
"Emp1" 5.94466433027205e-99 0.353868831466391 0.913 0.477 9.30696647547391e-95 "0" "Emp1"
"Srxn1" 1.60788533811942e-98 0.770768164639997 0.526 0.176 2.51730528535977e-94 "0" "Srxn1"
"Pi16" 2.01676656046105e-98 0.306229614526418 0.501 0.15 3.15744972705782e-94 "0" "Pi16"
"Ugp2" 4.81658584677179e-98 0.642040119367497 0.586 0.208 7.54084680170592e-94 "0" "Ugp2"
"Serpinb6a" 9.26804023910568e-97 0.648094072769241 0.727 0.316 1.45100437983438e-92 "0" "Serpinb6a"
"Clic4" 1.44993976044953e-96 0.480374000708601 0.916 0.503 2.27002568895978e-92 "0" "Clic4"
"Efemp1" 8.90948075935658e-96 0.460183557960268 0.349 0.071 1.39486830768487e-91 "0" "Efemp1"
"Dtnbp1" 9.15608600263368e-96 0.580357127811878 0.484 0.149 1.43347682457233e-91 "0" "Dtnbp1"
"Fbln5" 2.47864576134001e-95 0.505098769129458 0.513 0.161 3.88056780395392e-91 "0" "Fbln5"
"Tiparp" 2.41676873216942e-94 0.69548226320249 0.692 0.294 3.78369312708445e-90 "0" "Tiparp"
"Tfpi2" 5.0671889542398e-94 0.745448694239153 0.267 0.042 7.93319102675783e-90 "0" "Tfpi2"
"Ccdc80" 1.62239349912337e-93 0.701171992324896 0.448 0.133 2.54001926222754e-89 "0" "Ccdc80"
"Txn1" 3.84708913866797e-93 0.65026377813917 0.906 0.546 6.02300275549858e-89 "0" "Txn1"
"Bmp2" 1.09955839925376e-92 0.69317799237861 0.381 0.097 1.72146862987169e-88 "0" "Bmp2"
"Fndc1" 2.23224772736843e-91 0.516452057696614 0.435 0.121 3.49480704196801e-87 "0" "Fndc1"
"Adamts5" 1.59671866461149e-90 0.545496449685211 0.431 0.119 2.49982274131575e-86 "0" "Adamts5"
"Ccl2" 3.52618512539192e-90 1.89721096338287 0.531 0.22 5.52059543231359e-86 "0" "Ccl2"
"Zbtb20" 5.70805169572025e-90 0.587351327354125 0.884 0.486 8.93652573481962e-86 "0" "Zbtb20"
"Rhoq" 3.00667152392452e-88 0.523243504904417 0.378 0.098 4.70724493785624e-84 "0" "Rhoq"
"Sntb2" 2.33023157022091e-87 0.529978683000007 0.614 0.241 3.64821054633786e-83 "0" "Sntb2"
"Htra1" 5.92258074555736e-87 0.470625470862366 0.508 0.164 9.2723924152446e-83 "0" "Htra1"
"Bicc1" 6.93929763001549e-87 0.480464609800736 0.326 0.073 1.08641643695523e-82 "0" "Bicc1"
"Lamb2" 4.8388333977875e-86 0.509150110682675 0.515 0.174 7.57567756757612e-82 "0" "Lamb2"
"Gpx8" 5.17012690050398e-86 0.478474775981189 0.435 0.13 8.09435067542903e-82 "0" "Gpx8"
"Cstb" 1.55985450831144e-85 0.753781156358931 0.789 0.432 2.44210821821239e-81 "0" "Cstb"
"Gpm6b" 2.56881871048018e-85 0.435442065164625 0.332 0.076 4.02174257312776e-81 "0" "Gpm6b"
"Irs2" 3.46833020622859e-85 0.488288495723304 0.358 0.089 5.43001777087147e-81 "0" "Irs2"
"Slc29a1" 9.35854687383776e-85 0.482762481482982 0.469 0.149 1.46517409856804e-80 "0" "Slc29a1"
"Nfia" 2.6107096038338e-84 0.565035573657448 0.525 0.185 4.08732695576219e-80 "0" "Nfia"
"Loxl2" 1.1062957161364e-83 0.48565836220949 0.362 0.094 1.73201657318315e-79 "0" "Loxl2"
"Arhgap24" 2.00312574226528e-83 0.356035003451552 0.268 0.048 3.13609366209052e-79 "0" "Arhgap24"
"Il17ra" 2.99815063475319e-83 0.48700700418268 0.469 0.147 4.6939046337696e-79 "0" "Il17ra"
"Ahnak" 1.63130893918917e-82 0.584457021957651 0.866 0.488 2.55397727519456e-78 "0" "Ahnak"
"Ctsk" 2.76738607026716e-82 0.435871210744666 0.374 0.098 4.33261963161027e-78 "0" "Ctsk"
"Tnfrsf1a" 3.00452281925808e-82 0.495014082054759 0.681 0.289 4.70388092583044e-78 "0" "Tnfrsf1a"
"Pcolce2" 5.40383556899243e-82 0.462627915818882 0.446 0.134 8.46024496681454e-78 "0" "Pcolce2"
"Fn1" 1.41140404872477e-81 0.535429879681978 0.526 0.186 2.20969417868351e-77 "0" "Fn1"
"Zeb2" 1.69468469362072e-81 0.425354893301618 0.468 0.146 2.6531983563326e-77 "0" "Zeb2"
"Pam" 3.95929256306791e-81 0.597802474844685 0.544 0.207 6.19866843673911e-77 "0" "Pam"
"Aebp1" 1.2763098597958e-80 0.478721795713705 0.508 0.171 1.9981907164963e-76 "0" "Aebp1"
"Rnh1" 1.45584180134674e-80 0.59313676608649 0.68 0.318 2.27926592418845e-76 "0" "Rnh1"
"Rock2" 1.72772537588042e-80 0.536548702472859 0.638 0.275 2.70492684847838e-76 "0" "Rock2"
"Steap4" 3.11798819375326e-79 0.331374562875137 0.319 0.073 4.8815223161401e-75 "0" "Steap4"
"Cilp" 3.43638557925285e-79 0.376441283786388 0.484 0.156 5.38000526287826e-75 "0" "Cilp"
"Fkbp7" 7.08012022043147e-79 0.437156665494245 0.467 0.153 1.10846362171075e-74 "0" "Fkbp7"
"Txnrd1" 1.21914851249348e-78 0.474019937448662 0.785 0.384 1.9086989111598e-74 "0" "Txnrd1"
"Vtn" 3.19138796363008e-78 0.404100554788292 0.326 0.077 4.99643699585925e-74 "0" "Vtn"
"Ckap4" 3.73551815331179e-78 0.463723361049602 0.451 0.147 5.84832722082494e-74 "0" "Ckap4"
"Spred1" 4.48182147026949e-78 0.504256284632644 0.429 0.138 7.01673969385391e-74 "0" "Spred1"
"Il6ra" 4.91123494388656e-78 0.444694831486244 0.327 0.081 7.6890294281488e-74 "0" "Il6ra"
"Fcgrt" 6.59900339561277e-78 0.470435691077591 0.646 0.273 1.03313997161714e-73 "0" "Fcgrt"
"Ptp4a1" 1.07782835482613e-77 0.473624097226611 0.369 0.104 1.68744807231579e-73 "0" "Ptp4a1"
"Col14a1" 5.58392533974717e-76 0.436842334344724 0.305 0.07 8.74219351190817e-72 "0" "Col14a1"
"Pnp" 6.21972344703315e-76 0.511023807395548 0.718 0.34 9.7375990286751e-72 "0" "Pnp"
"Nedd4" 6.9699694872955e-76 0.472978110770358 0.691 0.311 1.09121842293098e-71 "0" "Nedd4"
"Fosl1" 1.88383267443299e-75 0.534217101724403 0.502 0.184 2.94932843509228e-71 "0" "Fosl1"
"Sod3" 3.07854704609123e-75 0.46258814272588 0.399 0.119 4.81977325536042e-71 "0" "Sod3"
